"Data","Último","Abertura","Máxima","Mínima","Var%"
"24.09.2013","2,2010","2,1980","2,2127","2,1875","0,11%"
"23.09.2013","2,1986","2,2103","2,2163","2,1951","-0,52%"
"20.09.2013","2,2102","2,2026","2,2217","2,1905","0,35%"
"19.09.2013","2,2026","2,1840","2,2164","2,1795","0,74%"
"18.09.2013","2,1865","2,2555","2,2594","2,1835","-3,08%"
"17.09.2013","2,2560","2,2840","2,2858","2,2525","-1,24%"
"16.09.2013","2,2843","2,2494","2,2853","2,2473","0,18%"
"13.09.2013","2,2803","2,2747","2,2879","2,2685","0,22%"
"12.09.2013","2,2752","2,2767","2,2899","2,2692","-0,09%"
"11.09.2013","2,2772","2,2843","2,3083","2,2656","-0,28%"
"10.09.2013","2,2836","2,2759","2,2942","2,2593","0,32%"
"09.09.2013","2,2763","2,2982","2,3074","2,2713","-1,31%"
"06.09.2013","2,3066","2,3241","2,3249","2,2800","-0,79%"
"05.09.2013","2,3249","2,3597","2,3750","2,3150","-1,51%"
"04.09.2013","2,3605","2,3582","2,3659","2,3413","0,08%"
"03.09.2013","2,3585","2,3777","2,4038","2,3523","-0,82%"
"02.09.2013","2,3780","2,3827","2,3860","2,3546","-0,34%"
"30.08.2013","2,3862","2,3594","2,3969","2,3468","1,12%"
"29.08.2013","2,3598","2,3468","2,3824","2,3342","0,67%"
"28.08.2013","2,3442","2,3707","2,3918","2,3212","-1,17%"
"27.08.2013","2,3720","2,3796","2,4186","2,3613","-0,30%"
"26.08.2013","2,3792","2,3487","2,3965","2,3483","1,30%"
"23.08.2013","2,3486","2,4329","2,4362","2,3460","-3,54%"
"22.08.2013","2,4348","2,4529","2,4554","2,4173","-0,72%"
"21.08.2013","2,4524","2,3936","2,4554","2,3920","2,46%"
"20.08.2013","2,3936","2,4125","2,4127","2,3829","-0,80%"
"19.08.2013","2,4129","2,3929","2,4283","2,3842","0,85%"
"16.08.2013","2,3925","2,3399","2,3981","2,3392","2,21%"
"15.08.2013","2,3407","2,3248","2,3515","2,3136","0,70%"
"14.08.2013","2,3244","2,3139","2,3275","2,3033","0,46%"
"13.08.2013","2,3138","2,2875","2,3167","2,2857","1,16%"
"12.08.2013","2,2873","2,2690","2,2906","2,2633","0,69%"
"09.08.2013","2,2717","2,2843","2,2844","2,2633","-0,56%"
"08.08.2013","2,2844","2,3147","2,3149","2,2740","-1,28%"
"07.08.2013","2,3140","2,2988","2,3163","2,2924","0,65%"
"06.08.2013","2,2991","2,3056","2,3088","2,2871","-0,29%"
"05.08.2013","2,3058","2,2886","2,3068","2,2853","0,80%"
"02.08.2013","2,2876","2,3043","2,3138","2,2768","-0,73%"
"01.08.2013","2,3045","2,2771","2,3064","2,2698","1,20%"
"31.07.2013","2,2771","2,2822","2,3030","2,2744","-0,27%"
"30.07.2013","2,2832","2,2698","2,2840","2,2647","0,64%"
"29.07.2013","2,2687","2,2519","2,2706","2,2519","0,53%"
"26.07.2013","2,2568","2,2428","2,2577","2,2397","0,62%"
"25.07.2013","2,2428","2,2500","2,2647","2,2346","-0,38%"
"24.07.2013","2,2513","2,2137","2,2585","2,2134","1,71%"
"23.07.2013","2,2134","2,2332","2,2410","2,2109","-0,87%"
"22.07.2013","2,2328","2,2467","2,2494","2,2292","-0,62%"
"19.07.2013","2,2467","2,2244","2,2487","2,2153","0,88%"
"18.07.2013","2,2271","2,2260","2,2431","2,2154","0,06%"
"17.07.2013","2,2257","2,2521","2,2646","2,2207","-1,22%"
"16.07.2013","2,2531","2,2193","2,2587","2,2063","1,52%"
"15.07.2013","2,2193","2,2698","2,2730","2,2188","-2,12%"
"12.07.2013","2,2673","2,2546","2,2714","2,2531","0,60%"
"11.07.2013","2,2538","2,2641","2,2727","2,2491","-0,46%"
"10.07.2013","2,2643","2,2544","2,2809","2,2544","0,32%"
"09.07.2013","2,2571","2,2650","2,2659","2,2571","-0,31%"
"08.07.2013","2,2642","2,2524","2,2648","2,2443","0,52%"
"05.07.2013","2,2525","2,2485","2,2707","2,2440","0,20%"
"04.07.2013","2,2480","2,2681","2,2728","2,2475","-0,89%"
"03.07.2013","2,2681","2,2540","2,2717","2,2506","0,60%"
"02.07.2013","2,2546","2,2283","2,2551","2,2264","1,18%"
"01.07.2013","2,2283","2,2288","2,2369","2,2163","-0,17%"
"28.06.2013","2,2321","2,1983","2,2341","2,1983","1,51%"
"27.06.2013","2,1989","2,1867","2,1989","2,1747","0,54%"
"26.06.2013","2,1870","2,2139","2,2142","2,1840","-1,22%"
"25.06.2013","2,2139","2,2252","2,2313","2,2039","-0,54%"
"24.06.2013","2,2260","2,2450","2,2645","2,2142","-0,71%"
"21.06.2013","2,2420","2,2588","2,2752","2,2346","-0,73%"
"20.06.2013","2,2586","2,2244","2,2775","2,2227","1,51%"
"19.06.2013","2,2250","2,1822","2,2359","2,1671","2,02%"
"18.06.2013","2,1810","2,1710","2,1864","2,1601","0,48%"
"17.06.2013","2,1705","2,1490","2,1781","2,1433","0,82%"
"14.06.2013","2,1528","2,1221","2,1543","2,1202","1,46%"
"13.06.2013","2,1218","2,1555","2,1559","2,1171","-1,59%"
"12.06.2013","2,1560","2,1325","2,1586","2,1238","1,11%"
"11.06.2013","2,1323","2,1461","2,1663","2,1270","-0,67%"
"10.06.2013","2,1466","2,1376","2,1601","2,1338","0,68%"
"07.06.2013","2,1321","2,1303","2,1542","2,1249","0,08%"
"06.06.2013","2,1304","2,1265","2,1322","2,1136","0,08%"
"05.06.2013","2,1288","2,1254","2,1494","2,0842","0,14%"
"04.06.2013","2,1258","2,1248","2,1503","2,1109","0,07%"
"03.06.2013","2,1243","2,1435","2,1435","2,1236","-0,84%"
"31.05.2013","2,1423","2,1218","2,1507","2,1165","1,52%"
"30.05.2013","2,1103","2,1097","2,1103","2,1097","-0,01%"
"29.05.2013","2,1106","2,0754","2,1153","2,0693","1,68%"
"28.05.2013","2,0757","2,0568","2,0768","2,0516","1,03%"
"27.05.2013","2,0545","2,0514","2,0575","2,0471","0,13%"
"24.05.2013","2,0518","2,0447","2,0563","2,0430","0,37%"
"23.05.2013","2,0442","2,0491","2,0560","2,0417","-0,23%"
"22.05.2013","2,0490","2,0399","2,0515","2,0308","0,38%"
"21.05.2013","2,0413","2,0400","2,0469","2,0316","0,07%"
"20.05.2013","2,0398","2,0360","2,0413","2,0267","0,22%"
"17.05.2013","2,0353","2,0267","2,0417","2,0257","0,42%"
"16.05.2013","2,0268","2,0221","2,0378","2,0212","0,19%"
"15.05.2013","2,0229","2,0215","2,0339","2,0152","0,12%"
"14.05.2013","2,0204","2,0084","2,0214","2,0025","0,65%"
"13.05.2013","2,0074","2,0172","2,0239","2,0062","-0,63%"
"10.05.2013","2,0201","2,0113","2,0294","2,0113","0,32%"
"09.05.2013","2,0137","2,0059","2,0171","1,9948","0,41%"
"08.05.2013","2,0055","2,0090","2,0095","1,9983","-0,12%"
"07.05.2013","2,0079","2,0084","2,0149","2,0014","-0,08%"
"06.05.2013","2,0096","2,0105","2,0173","2,0083","0,02%"
"03.05.2013","2,0091","2,0096","2,0145","2,0046","-0,03%"
"02.05.2013","2,0097","2,0046","2,0162","1,9992","0,41%"
"01.05.2013","2,0015","2,0015","2,0080","2,0008","-0,01%"
"30.04.2013","2,0017","2,0086","2,0127","1,9962","-0,32%"
"29.04.2013","2,0082","2,0002","2,0097","1,9908","0,47%"
"26.04.2013","1,9988","2,0015","2,0042","1,9953","-0,14%"
"25.04.2013","2,0017","2,0112","2,0141","2,0013","-0,46%"
"24.04.2013","2,0109","2,0250","2,0262","2,0085","-0,69%"
"23.04.2013","2,0248","2,0203","2,0298","2,0103","0,17%"
"22.04.2013","2,0213","2,0103","2,0214","2,0049","0,52%"
"19.04.2013","2,0108","2,0191","2,0195","2,0016","-0,39%"
"18.04.2013","2,0187","2,0013","2,0227","1,9972","0,87%"
"17.04.2013","2,0012","1,9875","2,0077","1,9838","0,71%"
"16.04.2013","1,9870","2,0011","2,0031","1,9820","-0,71%"
"15.04.2013","2,0012","1,9701","2,0095","1,9701","1,61%"
"12.04.2013","1,9695","1,9764","1,9813","1,9634","-0,21%"
"11.04.2013","1,9737","1,9737","1,9768","1,9663","-0,03%"
"10.04.2013","1,9743","1,9811","1,9867","1,9714","-0,34%"
"09.04.2013","1,9811","1,9917","1,9929","1,9791","-0,56%"
"08.04.2013","1,9922","1,9888","1,9942","1,9776","0,31%"
"05.04.2013","1,9860","2,0147","2,0186","1,9856","-1,38%"
"04.04.2013","2,0137","2,0241","2,0282","2,0102","-0,53%"
"03.04.2013","2,0245","2,0193","2,0286","2,0171","0,27%"
"02.04.2013","2,0190","2,0203","2,0248","2,0149","-0,07%"
"01.04.2013","2,0205","2,0185","2,0239","2,0160","-0,18%"
"29.03.2013","2,0242","2,0219","2,0242","2,0219","0,09%"
"28.03.2013","2,0224","2,0114","2,0233","2,0046","0,57%"
"27.03.2013","2,0110","2,0175","2,0274","2,0059","-0,31%"
"26.03.2013","2,0173","2,0127","2,0175","2,0029","0,25%"
"25.03.2013","2,0123","2,0099","2,0185","2,0031","0,16%"
"22.03.2013","2,0091","2,0082","2,0194","2,0029","0,04%"
"21.03.2013","2,0082","1,9883","2,0135","1,9872","0,90%"
"20.03.2013","1,9903","1,9858","1,9923","1,9758","0,24%"
"19.03.2013","1,9855","1,9825","1,9890","1,9765","0,18%"
"18.03.2013","1,9820","1,9859","1,9903","1,9805","0,02%"
"15.03.2013","1,9817","1,9722","1,9848","1,9638","0,51%"
"14.03.2013","1,9717","1,9719","1,9774","1,9634","-0,03%"
"13.03.2013","1,9723","1,9647","1,9795","1,9583","0,39%"
"12.03.2013","1,9647","1,9566","1,9659","1,9534","0,41%"
"11.03.2013","1,9567","1,9485","1,9643","1,9417","0,62%"
"08.03.2013","1,9447","1,9617","1,9637","1,9427","-0,82%"
"07.03.2013","1,9607","1,9666","1,9721","1,9561","-0,51%"
"06.03.2013","1,9708","1,9643","1,9718","1,9618","0,33%"
"05.03.2013","1,9644","1,9703","1,9728","1,9628","-0,32%"
"04.03.2013","1,9708","1,9826","1,9873","1,9697","-0,42%"
"01.03.2013","1,9792","1,9760","1,9885","1,9760","-0,06%"
"28.02.2013","1,9803","1,9763","1,9803","1,9672","0,36%"
"27.02.2013","1,9732","1,9838","1,9841","1,9708","-0,47%"
"26.02.2013","1,9825","1,9838","1,9940","1,9745","-0,03%"
"25.02.2013","1,9830","1,9741","1,9848","1,9630","0,52%"
"22.02.2013","1,9727","1,9736","1,9741","1,9633","-0,04%"
"21.02.2013","1,9735","1,9611","1,9792","1,9611","0,63%"
"20.02.2013","1,9611","1,9537","1,9663","1,9527","0,35%"
"19.02.2013","1,9543","1,9631","1,9650","1,9537","-0,46%"
"18.02.2013","1,9634","1,9690","1,9705","1,9599","-0,27%"
"15.02.2013","1,9688","1,9578","1,9704","1,9498","0,57%"
"14.02.2013","1,9577","1,9647","1,9703","1,9562","-0,36%"
"13.02.2013","1,9647","1,9703","1,9703","1,9638","-0,22%"
"12.02.2013","1,9690","1,9734","1,9734","1,9690","-0,19%"
"11.02.2013","1,9728","1,9686","1,9729","1,9686","-0,02%"
"08.02.2013","1,9732","1,9670","1,9795","1,9510","0,33%"
"07.02.2013","1,9667","1,9903","1,9917","1,9607","-1,19%"
"06.02.2013","1,9903","1,9840","1,9918","1,9834","0,29%"
"05.02.2013","1,9845","1,9967","1,9967","1,9819","-0,58%"
"04.02.2013","1,9960","1,9872","1,9970","1,9842","0,41%"
"01.02.2013","1,9878","1,9909","1,9926","1,9787","-0,15%"
"31.01.2013","1,9908","1,9871","1,9929","1,9811","-0,03%"
"30.01.2013","1,9914","1,9868","2,0014","1,9828","0,28%"
"29.01.2013","1,9859","1,9954","1,9994","1,9829","-0,50%"
"28.01.2013","1,9958","2,0303","2,0366","1,9943","-1,68%"
"25.01.2013","2,0300","2,0300","2,0312","2,0286","0,00%"
"24.01.2013","2,0300","2,0360","2,0379","2,0275","-0,27%"
"23.01.2013","2,0354","2,0419","2,0451","2,0349","-0,37%"
"22.01.2013","2,0429","2,0419","2,0504","2,0383","0,05%"
"21.01.2013","2,0418","2,0397","2,0430","2,0397","0,05%"
"18.01.2013","2,0408","2,0385","2,0460","2,0385","0,11%"
"17.01.2013","2,0385","2,0424","2,0454","2,0372","-0,19%"
"16.01.2013","2,0424","2,0358","2,0454","2,0327","0,32%"
"15.01.2013","2,0358","2,0319","2,0392","2,0302","0,20%"
"14.01.2013","2,0318","2,0292","2,0359","2,0292","-0,07%"
"11.01.2013","2,0332","2,0290","2,0389","2,0286","0,21%"
"10.01.2013","2,0290","2,0420","2,0425","2,0275","-0,45%"
"09.01.2013","2,0381","2,0415","2,0461","2,0347","-0,17%"
"08.01.2013","2,0415","2,0262","2,0416","2,0202","0,73%"
"07.01.2013","2,0267","2,0347","2,0373","2,0232","-0,39%"
"04.01.2013","2,0347","2,0467","2,0505","2,0320","-0,55%"
"03.01.2013","2,0459","2,0482","2,0505","2,0337","0,03%"
"02.01.2013","2,0452","2,0337","2,0474","2,0326","-0,16%"
"01.01.2013","2,0485","2,0485","2,0485","2,0485","0,00%"
"31.12.2012","2,0485","2,0480","2,0485","2,0480","0,05%"
"28.12.2012","2,0475","2,0427","2,0480","2,0385","0,20%"
"27.12.2012","2,0434","2,0499","2,0568","2,0403","-0,28%"
"26.12.2012","2,0491","2,0772","2,0772","2,0395","-1,40%"
"25.12.2012","2,0783","2,0783","2,0783","2,0783","0,00%"
"24.12.2012","2,0783","2,0783","2,0783","2,0783","0,00%"
"21.12.2012","2,0783","2,0728","2,0813","2,0681","0,43%"
"20.12.2012","2,0694","2,0716","2,0725","2,0545","-0,11%"
"19.12.2012","2,0716","2,0881","2,0899","2,0667","-0,83%"
"18.12.2012","2,0890","2,0998","2,1025","2,0856","-0,50%"
"17.12.2012","2,0995","2,0855","2,1019","2,0833","0,67%"
"14.12.2012","2,0856","2,0854","2,0895","2,0776","0,02%"
"13.12.2012","2,0852","2,0716","2,0864","2,0716","0,64%"
"12.12.2012","2,0720","2,0792","2,0826","2,0701","-0,32%"
"11.12.2012","2,0787","2,0765","2,0820","2,0720","0,09%"
"10.12.2012","2,0768","2,0747","2,0833","2,0732","0,10%"
"07.12.2012","2,0747","2,0730","2,0924","2,0713","-0,13%"
"06.12.2012","2,0774","2,0878","2,0878","2,0739","-0,50%"
"05.12.2012","2,0878","2,1199","2,1199","2,0869","-1,50%"
"04.12.2012","2,1197","2,1193","2,1251","2,1002","0,02%"
"03.12.2012","2,1193","2,1352","2,1384","2,0962","-0,79%"
"30.11.2012","2,1361","2,0991","2,1377","2,0949","1,78%"
"29.11.2012","2,0987","2,0928","2,1111","2,0869","0,28%"
"28.11.2012","2,0928","2,0846","2,0951","2,0831","0,41%"
"27.11.2012","2,0842","2,0832","2,0842","2,0709","0,06%"
"26.11.2012","2,0830","2,0812","2,0861","2,0721","0,07%"
"23.11.2012","2,0816","2,1044","2,1172","2,0785","-1,10%"
"22.11.2012","2,1048","2,0991","2,1069","2,0884","0,29%"
"21.11.2012","2,0988","2,0804","2,0996","2,0804","0,88%"
"20.11.2012","2,0805","2,0760","2,0810","2,0760","0,21%"
"19.11.2012","2,0762","2,0842","2,0865","2,0692","-0,38%"
"16.11.2012","2,0842","2,0667","2,0873","2,0667","0,86%"
"15.11.2012","2,0665","2,0671","2,0671","2,0662","-0,02%"
"14.11.2012","2,0669","2,0577","2,0707","2,0553","0,42%"
"13.11.2012","2,0583","2,0514","2,0745","2,0513","0,36%"
"12.11.2012","2,0510","2,0457","2,0549","2,0423","0,23%"
"09.11.2012","2,0463","2,0410","2,0678","2,0402","0,29%"
"08.11.2012","2,0404","2,0332","2,0424","2,0317","0,33%"
"07.11.2012","2,0337","2,0326","2,0360","2,0303","0,08%"
"06.11.2012","2,0321","2,0351","2,0351","2,0302","-0,16%"
"05.11.2012","2,0353","2,0307","2,0354","2,0307","0,18%"
"02.11.2012","2,0316","2,0312","2,0316","2,0312","0,03%"
"01.11.2012","2,0310","2,0316","2,0322","2,0302","0,00%"
"31.10.2012","2,0309","2,0306","2,0343","2,0263","0,01%"
"30.10.2012","2,0307","2,0337","2,0337","2,0289","-0,14%"
"29.10.2012","2,0335","2,0267","2,0337","2,0267","0,32%"
"26.10.2012","2,0270","2,0270","2,0275","2,0247","0,09%"
"25.10.2012","2,0252","2,0240","2,0275","2,0237","0,00%"
"24.10.2012","2,0252","2,0268","2,0291","2,0232","-0,09%"
"23.10.2012","2,0270","2,0250","2,0313","2,0245","0,14%"
"22.10.2012","2,0242","2,0272","2,0282","2,0229","-0,17%"
"19.10.2012","2,0277","2,0267","2,0298","2,0257","0,07%"
"18.10.2012","2,0263","2,0316","2,0343","2,0252","-0,28%"
"17.10.2012","2,0320","2,0362","2,0362","2,0294","-0,05%"
"16.10.2012","2,0330","2,0363","2,0378","2,0305","-0,16%"
"15.10.2012","2,0363","2,0442","2,0442","2,0310","-0,40%"
"12.10.2012","2,0445","2,0423","2,0445","2,0423","0,11%"
"11.10.2012","2,0423","2,0427","2,0436","2,0347","-0,01%"
"10.10.2012","2,0426","2,0361","2,0437","2,0305","0,31%"
"09.10.2012","2,0362","2,0297","2,0385","2,0277","0,32%"
"08.10.2012","2,0297","2,0322","2,0347","2,0282","-0,06%"
"05.10.2012","2,0310","2,0184","2,0345","2,0164","0,66%"
"04.10.2012","2,0177","2,0213","2,0240","2,0168","-0,21%"
"03.10.2012","2,0220","2,0280","2,0291","2,0216","-0,18%"
"02.10.2012","2,0257","2,0259","2,0288","2,0223","-0,03%"
"01.10.2012","2,0264","2,0286","2,0295","2,0211","0,03%"
"28.09.2012","2,0257","2,0295","2,0353","2,0234","-0,18%"
"27.09.2012","2,0293","2,0362","2,0377","2,0287","-0,34%"
"26.09.2012","2,0362","2,0314","2,0366","2,0272","0,23%"
"25.09.2012","2,0315","2,0263","2,0325","2,0233","0,25%"
"24.09.2012","2,0264","2,0234","2,0301","2,0234","0,19%"
"21.09.2012","2,0225","2,0217","2,0269","2,0209","0,06%"
"20.09.2012","2,0213","2,0248","2,0309","2,0203","-0,14%"
"19.09.2012","2,0242","2,0234","2,0274","2,0213","0,05%"
"18.09.2012","2,0231","2,0323","2,0360","2,0204","-0,48%"
"17.09.2012","2,0329","2,0123","2,0345","2,0123","1,04%"
"14.09.2012","2,0119","2,0206","2,0226","2,0065","-0,46%"
"13.09.2012","2,0211","2,0258","2,0297","2,0165","-0,30%"
"12.09.2012","2,0271","2,0166","2,0292","2,0137","0,52%"
"11.09.2012","2,0167","2,0225","2,0312","2,0148","-0,28%"
"10.09.2012","2,0224","2,0282","2,0293","2,0188","-0,28%"
"07.09.2012","2,0281","2,0281","2,0281","2,0281","0,00%"
"06.09.2012","2,0281","2,0398","2,0430","2,0271","-0,55%"
"05.09.2012","2,0393","2,0423","2,0450","2,0347","-0,17%"
"04.09.2012","2,0427","2,0321","2,0441","2,0282","0,48%"
"03.09.2012","2,0330","2,0305","2,0354","2,0280","0,18%"
"31.08.2012","2,0293","2,0496","2,0518","2,0263","-0,95%"
"30.08.2012","2,0488","2,0497","2,0567","2,0432","-0,06%"
"29.08.2012","2,0500","2,0444","2,0548","2,0431","0,29%"
"28.08.2012","2,0440","2,0348","2,0530","2,0318","0,48%"
"27.08.2012","2,0342","2,0248","2,0354","2,0228","0,35%"
"24.08.2012","2,0271","2,0230","2,0360","2,0190","0,17%"
"23.08.2012","2,0237","2,0171","2,0269","2,0156","0,36%"
"22.08.2012","2,0165","2,0166","2,0231","2,0145","0,03%"
"21.08.2012","2,0158","2,0161","2,0227","2,0050","-0,05%"
"20.08.2012","2,0168","2,0157","2,0223","2,0145","0,06%"
"17.08.2012","2,0155","2,0178","2,0241","2,0140","-0,06%"
"16.08.2012","2,0168","2,0222","2,0273","2,0166","-0,28%"
"15.08.2012","2,0225","2,0267","2,0307","2,0190","-0,20%"
"14.08.2012","2,0266","2,0204","2,0293","2,0164","0,31%"
"13.08.2012","2,0204","2,0154","2,0301","2,0148","0,27%"
"10.08.2012","2,0149","2,0139","2,0231","2,0128","0,09%"
"09.08.2012","2,0130","2,0214","2,0273","2,0130","-0,37%"
"08.08.2012","2,0205","2,0319","2,0360","2,0190","-0,39%"
"07.08.2012","2,0285","2,0318","2,0330","2,0230","-0,13%"
"06.08.2012","2,0312","2,0295","2,0322","2,0242","0,15%"
"03.08.2012","2,0282","2,0497","2,0503","2,0217","-1,05%"
"02.08.2012","2,0497","2,0448","2,0537","2,0322","0,26%"
"01.08.2012","2,0443","2,0560","2,0565","2,0368","-0,60%"
"31.07.2012","2,0567","2,0399","2,0567","2,0383","0,79%"
"30.07.2012","2,0405","2,0212","2,0430","2,0212","0,95%"
"27.07.2012","2,0212","2,0213","2,0289","2,0079","-0,00%"
"26.07.2012","2,0213","2,0339","2,0357","2,0186","-0,58%"
"25.07.2012","2,0331","2,0476","2,0476","2,0323","-0,71%"
"24.07.2012","2,0477","2,0393","2,0527","2,0355","0,43%"
"23.07.2012","2,0389","2,0232","2,0460","2,0232","0,76%"
"20.07.2012","2,0236","2,0121","2,0274","2,0115","0,55%"
"19.07.2012","2,0125","2,0232","2,0282","2,0100","-0,50%"
"18.07.2012","2,0227","2,0210","2,0301","2,0162","0,03%"
"17.07.2012","2,0220","2,0358","2,0407","2,0202","-0,62%"
"16.07.2012","2,0347","2,0358","2,0436","2,0324","-0,11%"
"13.07.2012","2,0370","2,0372","2,0417","2,0288","-0,01%"
"12.07.2012","2,0373","2,0355","2,0519","2,0354","0,14%"
"11.07.2012","2,0345","2,0339","2,0406","2,0257","0,06%"
"10.07.2012","2,0333","2,0270","2,0408","2,0230","0,05%"
"09.07.2012","2,0323","2,0270","2,0328","2,0270","0,21%"
"06.07.2012","2,0281","2,0190","2,0416","2,0152","0,43%"
"05.07.2012","2,0194","2,0271","2,0387","2,0117","-0,42%"
"04.07.2012","2,0279","2,0114","2,0367","2,0095","0,61%"
"03.07.2012","2,0156","1,9830","2,0189","1,9777","1,55%"
"02.07.2012","1,9849","2,0054","2,0134","1,9838","-1,22%"
"29.06.2012","2,0095","2,0762","2,0762","2,0042","-3,23%"
"28.06.2012","2,0765","2,0774","2,0999","2,0726","0,00%"
"27.06.2012","2,0764","2,0755","2,0970","2,0697","0,19%"
"26.06.2012","2,0724","2,0608","2,0772","2,0575","0,54%"
"25.06.2012","2,0613","2,0667","2,0788","2,0606","-0,30%"
"22.06.2012","2,0675","2,0629","2,0685","2,0489","0,21%"
"21.06.2012","2,0631","2,0257","2,0631","2,0232","1,85%"
"20.06.2012","2,0256","2,0274","2,0385","2,0212","-0,11%"
"19.06.2012","2,0279","2,0578","2,0578","2,0259","-1,75%"
"18.06.2012","2,0641","2,0446","2,0690","2,0446","0,77%"
"15.06.2012","2,0484","2,0564","2,0598","2,0362","-0,41%"
"14.06.2012","2,0569","2,0714","2,0743","2,0493","-0,72%"
"13.06.2012","2,0719","2,0663","2,0751","2,0513","0,17%"
"12.06.2012","2,0684","2,0652","2,0718","2,0467","0,15%"
"11.06.2012","2,0652","2,0202","2,0663","2,0148","2,17%"
"08.06.2012","2,0213","2,0326","2,0438","2,0187","-0,57%"
"07.06.2012","2,0328","2,0328","2,0328","2,0328","0,00%"
"06.06.2012","2,0328","2,0242","2,0334","2,0112","0,40%"
"05.06.2012","2,0248","2,0566","2,0627","2,0147","-1,52%"
"04.06.2012","2,0560","2,0398","2,0591","2,0313","0,78%"
"01.06.2012","2,0400","2,0223","2,0502","2,0216","0,86%"
"31.05.2012","2,0226","2,0162","2,0286","2,0025","0,33%"
"30.05.2012","2,0160","1,9923","2,0189","1,9923","1,33%"
"29.05.2012","1,9895","1,9830","2,0002","1,9773","0,32%"
"28.05.2012","1,9832","1,9827","1,9838","1,9699","-0,07%"
"25.05.2012","1,9846","2,0282","2,0319","1,9827","-2,15%"
"24.05.2012","2,0282","2,0302","2,0523","2,0222","-0,13%"
"23.05.2012","2,0309","2,0906","2,1062","2,0277","-2,86%"
"22.05.2012","2,0907","2,0415","2,0917","2,0372","2,40%"
"21.05.2012","2,0417","2,0211","2,0502","2,0190","0,89%"
"18.05.2012","2,0237","2,0099","2,0588","1,9928","0,72%"
"17.05.2012","2,0092","2,0000","2,0131","1,9890","0,43%"
"16.05.2012","2,0005","2,0023","2,0087","1,9875","-0,06%"
"15.05.2012","2,0017","1,9905","2,0063","1,9812","0,33%"
"14.05.2012","1,9951","1,9661","2,0071","1,9661","1,48%"
"11.05.2012","1,9660","1,9524","1,9689","1,9390","0,67%"
"10.05.2012","1,9529","1,9709","1,9709","1,9440","-0,94%"
"09.05.2012","1,9715","1,9409","1,9726","1,9382","1,64%"
"08.05.2012","1,9397","1,9209","1,9433","1,9198","1,06%"
"07.05.2012","1,9194","1,9274","1,9362","1,9186","-0,42%"
"04.05.2012","1,9275","1,9086","1,9303","1,9072","1,00%"
"03.05.2012","1,9085","1,9233","1,9360","1,9070","-0,82%"
"02.05.2012","1,9243","1,9074","1,9304","1,9067","1,03%"
"01.05.2012","1,9047","1,9047","1,9047","1,9047","-0,21%"
"30.04.2012","1,9088","1,8892","1,9123","1,8827","1,20%"
"27.04.2012","1,8861","1,8861","1,8882","1,8813","0,03%"
"26.04.2012","1,8855","1,8814","1,8911","1,8778","0,36%"
"25.04.2012","1,8788","1,8780","1,8880","1,8752","-0,18%"
"24.04.2012","1,8821","1,8789","1,8842","1,8740","0,10%"
"23.04.2012","1,8802","1,8759","1,8910","1,8721","0,42%"
"20.04.2012","1,8724","1,8806","1,8872","1,8613","-0,44%"
"19.04.2012","1,8806","1,8790","1,8942","1,8787","0,09%"
"18.04.2012","1,8790","1,8611","1,8843","1,8569","0,96%"
"17.04.2012","1,8612","1,8474","1,8618","1,8399","0,73%"
"16.04.2012","1,8478","1,8379","1,8498","1,8318","0,58%"
"13.04.2012","1,8372","1,8270","1,8422","1,8270","0,55%"
"12.04.2012","1,8272","1,8358","1,8438","1,8222","-0,47%"
"11.04.2012","1,8358","1,8337","1,8377","1,8248","0,11%"
"10.04.2012","1,8337","1,8170","1,8377","1,8155","0,90%"
"09.04.2012","1,8173","1,8261","1,8317","1,8167","-0,23%"
"06.04.2012","1,8214","1,8214","1,8214","1,8214","0,00%"
"05.04.2012","1,8214","1,8266","1,8330","1,8210","-0,27%"
"04.04.2012","1,8263","1,8258","1,8346","1,8248","0,04%"
"03.04.2012","1,8255","1,8336","1,8357","1,8193","-0,40%"
"02.04.2012","1,8329","1,8267","1,8365","1,8231","0,36%"
"30.03.2012","1,8264","1,8224","1,8310","1,8117","0,22%"
"29.03.2012","1,8224","1,8259","1,8375","1,8178","-0,03%"
"28.03.2012","1,8230","1,8219","1,8286","1,8144","0,06%"
"27.03.2012","1,8219","1,8186","1,8234","1,8084","0,24%"
"26.03.2012","1,8175","1,8113","1,8193","1,8039","0,38%"
"23.03.2012","1,8106","1,8199","1,8260","1,8083","-0,51%"
"22.03.2012","1,8199","1,8203","1,8327","1,8176","-0,15%"
"21.03.2012","1,8226","1,8152","1,8295","1,8131","0,45%"
"20.03.2012","1,8144","1,8194","1,8348","1,8123","-0,39%"
"19.03.2012","1,8215","1,8028","1,8225","1,8008","1,18%"
"16.03.2012","1,8003","1,7999","1,8060","1,7934","0,07%"
"15.03.2012","1,7991","1,8073","1,8109","1,7856","-0,35%"
"14.03.2012","1,8054","1,7923","1,8255","1,7915","0,71%"
"13.03.2012","1,7926","1,7969","1,8275","1,7893","-0,38%"
"12.03.2012","1,7995","1,7909","1,8332","1,7909","0,45%"
"09.03.2012","1,7914","1,7606","1,7958","1,7606","1,71%"
"08.03.2012","1,7612","1,7668","1,7817","1,7548","-0,30%"
"07.03.2012","1,7665","1,7584","1,7752","1,7536","0,46%"
